,country,country_code,year,life_expectancy,gdp,health,education,military,research,net_aid
328,St. Lucia,LCA,1996-01-01,71.16,3802.11,50.11,,,,38580000.0
329,Liechtenstein,LIE,1996-01-01,76.84,79932.11,,,,,
330,Sri Lanka,LKA,1996-01-01,69.37,763.19,46.57,3.34,5.52,0.18,487120000.0
331,Lesotho,LSO,1996-01-01,55.11,531.77,50.42,,3.00,,103210000.0
332,Lithuania,LTU,1996-01-01,70.11,2328.15,70.37,4.84,0.50,0.49,90720000.0
333,Luxembourg,LUX,1996-01-01,76.52,52485.82,92.81,3.35,0.65,,
334,Latvia,LVA,1996-01-01,68.78,2429.59,57.77,5.27,0.64,0.40,72190000.0
335,"Macao SAR, China",MAC,1996-01-01,76.73,16357.40,,,,,320000.0
336,St. Martin (French part),MAF,1996-01-01,76.17,,,,,,
337,Morocco,MAR,1996-01-01,67.15,1551.58,32.78,,3.35,,649590000.0
338,Monaco,MCO,1996-01-01,,101315.71,89.57,1.08,,,
339,Moldova,MDA,1996-01-01,66.63,462.17,65.33,9.90,0.91,0.87,36360000.0
340,Madagascar,MDG,1996-01-01,55.43,287.77,42.39,,1.24,,354690000.0
341,Maldives,MDV,1996-01-01,66.40,1719.02,56.55,,,,32440000.0
342,Mexico,MEX,1996-01-01,73.10,4131.81,41.41,,0.52,0.26,291930000.0
343,Marshall Islands,MHL,1996-01-01,,2156.90,85.67,,,,72940000.0
344,"Macedonia, FYR",MKD,1996-01-01,72.29,2258.16,59.68,4.53,2.96,,105390000.0
345,Mali,MLI,1996-01-01,47.80,280.82,39.58,,1.43,,490170000.0
346,Malta,MLT,1996-01-01,77.14,9397.80,67.60,,0.93,,72170000.0
347,Myanmar,MMR,1996-01-01,60.75,,15.81,,3.49,,38920000.0
348,Montenegro,MNE,1996-01-01,73.78,,69.90,,,,
349,Mongolia,MNG,1996-01-01,61.45,580.91,85.49,,1.61,,199970000.0
350,Northern Mariana Islands,MNP,1996-01-01,,,,,,,-1570000.0
351,Mozambique,MOZ,1996-01-01,46.56,214.73,60.67,,1.02,,886730000.0
352,Mauritania,MRT,1996-01-01,59.55,600.14,35.53,,2.63,,272270000.0
353,Mauritius,MUS,1996-01-01,70.32,3899.44,53.99,,0.29,,20330000.0
354,Malawi,MWI,1996-01-01,43.56,227.95,27.38,5.38,0.88,,492540000.0
355,Malaysia,MYS,1996-01-01,72.07,4743.69,57.73,4.91,2.40,0.22,-456600000.0
356,Namibia,NAM,1996-01-01,59.34,2313.51,72.23,,1.68,,185920000.0
357,New Caledonia,NCL,1996-01-01,72.00,18257.22,,,,,396140000.0
358,Niger,NER,1996-01-01,47.84,204.89,20.39,2.59,0.88,,252060000.0
359,Nigeria,NGA,1996-01-01,46.16,314.74,20.59,,0.55,,188750000.0
360,Nicaragua,NIC,1996-01-01,67.82,916.52,59.21,,0.73,,930860000.0
361,Netherlands,NLD,1996-01-01,77.44,28698.67,66.18,4.54,1.76,1.86,
362,Norway,NOR,1996-01-01,78.15,37321.44,84.17,7.14,2.16,,
363,Nepal,NPL,1996-01-01,59.28,206.44,26.25,,0.90,,389230000.0
364,Nauru,NRU,1996-01-01,,,93.52,,,,3250000.0
365,New Zealand,NZL,1996-01-01,76.79,18794.44,76.68,6.38,1.78,,
366,Oman,OMN,1996-01-01,70.49,6882.59,83.90,3.18,12.54,,82930000.0
367,Pakistan,PAK,1996-01-01,61.75,503.75,27.78,2.81,6.04,,1039170000.0
368,Panama,PAN,1996-01-01,74.33,3531.68,64.44,4.09,1.03,0.33,49920000.0
369,Peru,PER,1996-01-01,68.52,2260.64,54.15,3.19,2.53,,328900000.0
370,Philippines,PHL,1996-01-01,66.20,1159.73,40.98,3.36,2.27,,908150000.0
371,Palau,PLW,1996-01-01,,6114.89,74.99,,,,63020000.0
372,Papua New Guinea,PNG,1996-01-01,57.63,1065.11,83.52,,1.53,,382420000.0
373,Poland,POL,1996-01-01,72.25,4140.98,73.39,6.38,1.93,0.65,1164370000.0
374,Puerto Rico,PRI,1996-01-01,74.36,12173.16,,,,,
375,"Korea, Dem. People's Rep.",PRK,1996-01-01,65.12,,,,,,25570000.0
376,Portugal,PRT,1996-01-01,75.26,12185.06,65.25,5.07,2.12,0.55,
377,Paraguay,PRY,1996-01-01,69.11,2009.65,40.35,,1.49,,88480000.0
378,West Bank and Gaza,PSE,1996-01-01,69.89,1317.47,,,,,552410000.0
379,French Polynesia,PYF,1996-01-01,70.94,18034.75,,,,,404070000.0
380,Qatar,QAT,1996-01-01,76.00,17698.73,67.56,,,,3280000.0
381,Romania,ROU,1996-01-01,69.10,1643.88,73.22,3.22,2.35,0.71,230920000.0
382,Russian Federation,RUS,1996-01-01,65.85,2643.90,71.44,,4.04,0.97,1403150000.0
383,Rwanda,RWA,1996-01-01,35.66,226.70,42.29,,5.33,,465310000.0
384,Saudi Arabia,SAU,1996-01-01,71.44,8159.98,55.14,4.97,8.47,,14080000.0
385,Sudan,SDN,1996-01-01,56.79,290.44,25.10,,1.18,,218100000.0
386,Senegal,SEN,1996-01-01,57.32,566.68,36.33,,1.57,,573880000.0
387,Singapore,SGP,1996-01-01,76.60,26263.02,48.70,,4.25,1.32,14880000.0
388,Solomon Islands,SLB,1996-01-01,60.30,1529.79,92.21,,,,42620000.0
389,Sierra Leone,SLE,1996-01-01,35.97,245.69,19.52,,1.97,,182520000.0
390,El Salvador,SLV,1996-01-01,67.56,1827.90,40.99,,1.07,,300770000.0
391,San Marino,SMR,1996-01-01,79.12,,85.92,3.37,,,
392,Somalia,SOM,1996-01-01,48.08,,,,,,88180000.0
393,Serbia,SRB,1996-01-01,,2749.97,65.60,,3.51,,69510000.0
394,South Sudan,SSD,1996-01-01,47.39,,,,,,
395,Sao Tome and Principe,STP,1996-01-01,62.72,,28.89,,,,47400000.0
396,Suriname,SUR,1996-01-01,67.83,1897.11,42.43,,,,109070000.0
397,Slovak Republic,SVK,1996-01-01,72.65,5177.75,88.68,4.14,2.97,0.89,97590000.0
398,Slovenia,SVN,1996-01-01,74.46,10801.43,76.18,,1.54,1.27,82200000.0
399,Sweden,SWE,1996-01-01,78.96,32587.26,86.93,6.93,2.15,,
400,Swaziland,SWZ,1996-01-01,55.00,1627.98,56.59,4.94,1.65,,33050000.0
401,Sint Maarten (Dutch part),SXM,1996-01-01,,,,,,,
402,Seychelles,SYC,1996-01-01,,6583.20,87.78,7.78,2.10,,19260000.0
403,Syrian Arab Republic,SYR,1996-01-01,71.74,935.76,35.53,3.70,6.04,,215990000.0
404,Turks and Caicos Islands,TCA,1996-01-01,,,,,,,4180000.0
405,Chad,TCD,1996-01-01,47.48,221.95,36.24,,1.54,,295780000.0
406,Togo,TGO,1996-01-01,54.33,333.59,36.84,4.41,,,155400000.0
407,Thailand,THA,1996-01-01,70.23,3056.75,47.18,3.50,2.15,0.12,830040000.0
408,Tajikistan,TJK,1996-01-01,62.56,178.07,41.77,2.04,1.29,,103140000.0
409,Turkmenistan,TKM,1996-01-01,63.21,557.51,72.17,,2.04,,23640000.0
410,Timor-Leste,TLS,1996-01-01,54.94,,,,,,80000.0
411,Tonga,TON,1996-01-01,70.24,2283.19,66.36,,,,32000000.0
412,Trinidad and Tobago,TTO,1996-01-01,68.43,4577.00,50.43,3.25,,0.10,16500000.0
413,Tunisia,TUN,1996-01-01,71.99,2116.17,55.01,6.29,2.03,,126860000.0
414,Turkey,TUR,1996-01-01,67.59,3052.50,69.16,,4.14,0.45,246080000.0
415,Tuvalu,TUV,1996-01-01,,1331.48,99.01,,,,10340000.0
416,Tanzania,TZA,1996-01-01,48.75,217.48,42.30,2.53,1.56,,867210000.0
417,Uganda,UGA,1996-01-01,43.96,287.27,24.91,,2.31,,674880000.0
418,Ukraine,UKR,1996-01-01,66.89,872.71,69.90,,3.29,,398060000.0
419,Uruguay,URY,1996-01-01,73.77,6316.26,31.99,2.87,2.81,0.27,35000000.0
420,United States,USA,1996-01-01,76.03,30068.23,45.16,,3.35,2.44,
421,Uzbekistan,UZB,1996-01-01,66.43,600.60,51.93,,1.23,,87690000.0
422,St. Vincent and the Grenadines,VCT,1996-01-01,70.59,3067.13,55.91,,,,26320000.0
423,"Venezuela, RB",VEN,1996-01-01,71.22,3013.96,31.36,,1.07,,37780000.0
424,British Virgin Islands,VGB,1996-01-01,,,,,,,1210000.0
425,Virgin Islands (U.S.),VIR,1996-01-01,76.54,,,,,,
426,Vietnam,VNM,1996-01-01,72.13,337.05,32.31,,,,937210000.0
427,Vanuatu,VUT,1996-01-01,65.90,1427.09,75.99,,,,31070000.0
428,Samoa,WSM,1996-01-01,67.95,1459.10,72.11,,,,32350000.0
429,Kosovo,XKX,1996-01-01,68.70,,,,,,
430,"Yemen, Rep.",YEM,1996-01-01,59.50,365.38,39.97,,5.28,,252270000.0
431,South Africa,ZAF,1996-01-01,60.61,3496.97,45.33,5.58,1.76,,362340000.0
432,Zambia,ZMB,1996-01-01,42.02,378.56,41.37,,1.05,0.01,608060000.0
433,Zimbabwe,ZWE,1996-01-01,48.09,720.10,,,3.41,,371760000.0
434,Aruba,ABW,1997-01-01,73.61,17927.41,,,,,25070000.0
435,Afghanistan,AFG,1997-01-01,54.02,,,,,,230750000.0
436,Angola,AGO,1997-01-01,43.06,554.16,57.98,,5.97,,354660000.0
437,Albania,ALB,1997-01-01,72.90,749.58,26.75,3.23,1.28,,168230000.0
438,Andorra,AND,1997-01-01,,18404.56,69.93,3.71,,,
439,United Arab Emirates,ARE,1997-01-01,73.65,30378.55,78.34,1.11,4.23,,1740000.0
440,Argentina,ARG,1997-01-01,73.11,8172.67,54.45,,1.14,0.42,102330000.0
441,Armenia,ARM,1997-01-01,69.72,522.52,24.40,,3.91,0.19,166270000.0
442,American Samoa,ASM,1997-01-01,,,,,,,
443,Antigua and Barbuda,ATG,1997-01-01,72.76,8027.63,65.94,,,,4350000.0
444,Australia,AUS,1997-01-01,78.48,23522.78,66.89,,1.92,,
445,Austria,AUT,1997-01-01,77.32,26646.88,74.88,,1.02,1.66,
446,Azerbaijan,AZE,1997-01-01,65.46,505.56,22.54,,2.32,0.37,184060000.0
447,Burundi,BDI,1997-01-01,50.12,151.53,27.49,,6.36,,56400000.0
448,Belgium,BEL,1997-01-01,77.37,25027.78,75.38,,1.45,1.79,
449,Benin,BEN,1997-01-01,54.84,356.58,42.08,,,,221150000.0
450,Burkina Faso,BFA,1997-01-01,49.59,229.49,40.32,,1.57,0.18,369110000.0
451,Bangladesh,BGD,1997-01-01,63.36,390.41,43.02,1.95,0.00,,1012360000.0
452,Bulgaria,BGR,1997-01-01,70.35,1346.91,71.66,,2.18,0.47,219470000.0
453,Bahrain,BHR,1997-01-01,73.99,10620.34,70.10,,5.07,,150280000.0
454,"Bahamas, The",BHS,1997-01-01,71.55,17288.06,42.47,,,,3470000.0
455,Bosnia and Herzegovina,BIH,1997-01-01,72.86,971.55,43.05,,,,862050000.0
456,Belarus,BLR,1997-01-01,68.46,1396.50,82.32,,1.77,0.73,56530000.0
457,Belize,BLZ,1997-01-01,68.90,2952.58,57.74,,1.44,,14120000.0
458,Bermuda,BMU,1997-01-01,,48478.88,,,,0.06,-8220000.0
459,Bolivia,BOL,1997-01-01,58.99,1006.96,63.97,,2.27,0.32,698650000.0
460,Brazil,BRA,1997-01-01,68.62,5260.46,42.95,,1.58,,263050000.0
461,Barbados,BRB,1997-01-01,72.68,9549.80,65.21,,,,4320000.0
462,Brunei Darussalam,BRN,1997-01-01,74.66,16779.34,80.77,,7.10,,380000.0
463,Bhutan,BTN,1997-01-01,58.04,702.54,76.04,,,,66020000.0
464,Botswana,BWA,1997-01-01,52.47,3050.23,56.57,,3.20,,121620000.0
465,Central African Republic,CAF,1997-01-01,45.85,268.09,33.88,,,,91550000.0
466,Canada,CAN,1997-01-01,78.48,21770.13,70.12,,1.22,1.62,
467,Switzerland,CHE,1997-01-01,79.08,40429.94,54.95,,1.22,,
468,Channel Islands,CHI,1997-01-01,76.83,,,,,,
469,Chile,CHL,1997-01-01,75.65,5674.15,47.14,3.09,2.56,,129380000.0
470,China,CHN,1997-01-01,70.52,781.74,44.24,,1.67,0.64,2060830000.0
471,Cote d'Ivoire,CIV,1997-01-01,48.08,766.33,28.35,4.03,0.80,,447000000.0
472,Cameroon,CMR,1997-01-01,52.73,668.97,21.08,,1.30,,500060000.0
473,"Congo, Dem. Rep.",COD,1997-01-01,49.02,136.69,5.66,,1.38,,157880000.0
474,"Congo, Rep.",COG,1997-01-01,51.20,808.29,61.70,,,,268670000.0
475,Colombia,COL,1997-01-01,70.08,2759.95,62.46,,2.80,0.27,194170000.0
476,Comoros,COM,1997-01-01,59.14,418.73,57.54,,,,30200000.0
477,Cabo Verde,CPV,1997-01-01,68.56,1197.18,81.62,,0.84,,111010000.0
478,Costa Rica,CRI,1997-01-01,76.92,3408.37,76.20,,0.00,0.29,-7070000.0
479,Cuba,CUB,1997-01-01,75.94,2305.93,90.68,,,0.40,65400000.0
480,Curacao,CUW,1997-01-01,,,,,,,
481,Cayman Islands,CYM,1997-01-01,,,,,,,-3800000.0
482,Cyprus,CYP,1997-01-01,77.56,14303.54,35.23,,5.57,,42220000.0
483,Czech Republic,CZE,1997-01-01,73.82,5980.26,90.29,,1.60,1.00,115140000.0
484,Germany,DEU,1997-01-01,77.07,27045.72,80.58,,1.50,2.18,
485,Djibouti,DJI,1997-01-01,57.01,733.14,61.61,,5.28,,85650000.0
486,Dominica,DMA,1997-01-01,75.95,3473.65,72.95,,,,14560000.0
487,Denmark,DNK,1997-01-01,75.95,32835.93,82.28,,1.62,1.89,
488,Dominican Republic,DOM,1997-01-01,70.09,2400.19,28.24,,0.78,,71610000.0
489,Algeria,DZA,1997-01-01,68.92,1611.96,71.03,,3.64,,247890000.0
490,Ecuador,ECU,1997-01-01,71.96,2361.60,53.47,,1.77,0.06,153460000.0
491,"Egypt, Arab Rep.",EGY,1997-01-01,67.66,1211.29,38.73,,2.89,0.20,2018390000.0
492,Eritrea,ERI,1997-01-01,54.01,210.54,42.18,,12.83,,123510000.0
493,Spain,ESP,1997-01-01,78.60,14696.22,72.47,,1.68,0.78,
494,Estonia,EST,1997-01-01,69.81,3619.95,89.17,6.45,1.05,,65910000.0
495,Ethiopia,ETH,1997-01-01,50.32,141.05,40.87,2.76,2.71,,578910000.0
496,Finland,FIN,1997-01-01,76.88,24676.50,72.11,,1.54,2.62,
497,Fiji,FJI,1997-01-01,67.04,2641.07,81.90,,1.48,,44510000.0
498,France,FRA,1997-01-01,78.30,24359.43,79.64,,2.83,2.14,
499,Faroe Islands,FRO,1997-01-01,77.82,,,,,,
500,"Micronesia, Fed. Sts.",FSM,1997-01-01,66.97,1906.81,93.53,,,,95750000.0
501,Gabon,GAB,1997-01-01,60.30,4656.97,39.66,,,,38830000.0
502,United Kingdom,GBR,1997-01-01,77.21,26357.53,80.36,,2.32,1.66,
503,Georgia,GEO,1997-01-01,70.71,774.68,18.66,,1.25,0.34,242030000.0
504,Ghana,GHA,1997-01-01,57.16,392.25,47.93,,0.66,,494170000.0
505,Gibraltar,GIB,1997-01-01,,,,,,,370000.0
506,Guinea,GIN,1997-01-01,51.61,454.16,24.70,,1.17,,381390000.0
507,"Gambia, The",GMB,1997-01-01,54.21,713.21,29.58,,0.52,,38900000.0
508,Guinea-Bissau,GNB,1997-01-01,50.96,217.71,33.47,,0.68,,124530000.0
509,Equatorial Guinea,GNQ,1997-01-01,51.14,921.85,70.70,,,,23890000.0
510,Greece,GRC,1997-01-01,78.14,13427.83,52.84,,3.19,0.43,
511,Grenada,GRD,1997-01-01,69.66,3015.48,43.53,,,,8880000.0
512,Greenland,GRL,1997-01-01,65.80,19145.61,,,,,
513,Guatemala,GTM,1997-01-01,66.10,1636.35,41.06,,0.74,,265390000.0
514,Guam,GUM,1997-01-01,74.03,,,,,,
515,Guyana,GUY,1997-01-01,64.53,1020.83,82.94,,,,264630000.0
516,"Hong Kong SAR, China",HKG,1997-01-01,80.13,27330.03,,,,,8440000.0
517,Honduras,HND,1997-01-01,69.63,796.32,48.58,,,,296480000.0
518,Croatia,HRV,1997-01-01,72.50,5210.43,84.48,,7.54,,40360000.0
519,Haiti,HTI,1997-01-01,56.89,411.61,39.41,,0.00,,324970000.0
520,Hungary,HUN,1997-01-01,70.70,4584.65,81.28,,1.48,0.70,176160000.0
521,Indonesia,IDN,1997-01-01,65.58,1063.57,35.16,1.07,1.50,,814520000.0
522,Isle of Man,IMN,1997-01-01,,15997.94,,,,,
523,India,IND,1997-01-01,61.37,424.09,25.25,3.30,2.65,0.67,1646370000.0
524,Ireland,IRL,1997-01-01,75.99,22540.26,74.95,,0.92,1.24,
525,"Iran, Islamic Rep.",IRN,1997-01-01,69.08,1824.86,48.54,,2.57,,200760000.0
526,Iraq,IRQ,1997-01-01,69.00,,,,,,221930000.0
527,Iceland,ISL,1997-01-01,78.89,28016.75,82.06,,,1.79,
528,Israel,ISR,1997-01-01,78.00,19627.14,68.05,,8.41,2.81,1196350000.0
529,Italy,ITA,1997-01-01,78.82,21779.62,70.75,,1.83,0.99,
530,Jamaica,JAM,1997-01-01,72.02,2938.47,56.19,4.96,0.73,,71980000.0
531,Jordan,JOR,1997-01-01,71.26,1593.84,57.04,6.37,6.13,,475570000.0
532,Japan,JPN,1997-01-01,80.42,35021.72,81.33,,0.92,2.83,
533,Kazakhstan,KAZ,1997-01-01,64.46,1445.57,64.26,4.37,1.07,0.29,141190000.0
534,Kenya,KEN,1997-01-01,52.44,454.74,38.85,,1.34,,448650000.0
535,Kyrgyz Republic,KGZ,1997-01-01,66.89,376.43,48.95,,3.11,0.19,239590000.0
536,Cambodia,KHM,1997-01-01,56.14,303.69,31.82,,3.00,,335440000.0
537,Kiribati,KIR,1997-01-01,63.14,842.22,96.00,,,,15680000.0
538,St. Kitts and Nevis,KNA,1997-01-01,70.04,8140.31,52.49,,,,7230000.0
539,"Korea, Rep.",KOR,1997-01-01,74.25,12196.77,42.96,,2.65,2.29,-159650000.0
540,Kuwait,KWT,1997-01-01,73.08,18001.08,79.88,5.58,8.09,0.21,1280000.0
541,Lao PDR,LAO,1997-01-01,57.20,344.67,44.97,2.13,3.84,,328780000.0
542,Lebanon,LBN,1997-01-01,72.98,5093.27,38.75,,4.31,,261240000.0
543,Liberia,LBR,1997-01-01,51.63,125.10,,,,,75690000.0
544,Libya,LBY,1997-01-01,70.23,6064.33,51.79,,4.08,,3980000.0
545,St. Lucia,LCA,1997-01-01,71.16,4002.88,47.09,,,,25460000.0
546,Liechtenstein,LIE,1997-01-01,76.05,72181.72,,,,,
547,Sri Lanka,LKA,1997-01-01,69.50,823.66,45.47,,4.63,,332810000.0
548,Lesotho,LSO,1997-01-01,53.13,553.92,46.40,13.18,2.88,,91490000.0
549,Lithuania,LTU,1997-01-01,70.91,2830.74,72.51,5.45,0.75,0.54,103580000.0
550,Luxembourg,LUX,1997-01-01,76.88,46953.34,92.48,,0.68,,
551,Latvia,LVA,1997-01-01,69.35,2682.32,55.77,5.52,0.58,0.37,81200000.0
552,"Macao SAR, China",MAC,1997-01-01,76.96,16199.14,,,,,360000.0
553,St. Martin (French part),MAF,1997-01-01,76.37,,,,,,
554,Morocco,MAR,1997-01-01,67.47,1388.10,28.93,,3.58,,471560000.0
555,Monaco,MCO,1997-01-01,,90909.10,89.20,1.21,,,
556,Moldova,MDA,1997-01-01,66.60,528.18,64.27,,0.90,0.81,65290000.0
557,Madagascar,MDG,1997-01-01,56.23,247.45,44.93,1.85,1.48,0.22,837670000.0
558,Maldives,MDV,1997-01-01,67.28,1925.09,55.49,,,,26280000.0
559,Mexico,MEX,1997-01-01,73.44,4907.33,44.71,,0.50,0.29,99870000.0
560,Marshall Islands,MHL,1997-01-01,,2056.00,86.36,,,,63010000.0
561,"Macedonia, FYR",MKD,1997-01-01,72.53,1896.73,61.14,,2.24,0.38,98280000.0
562,Mali,MLI,1997-01-01,47.97,265.25,36.12,,1.49,,429330000.0
563,Malta,MLT,1997-01-01,77.59,9679.88,70.19,,0.84,,22390000.0
564,Myanmar,MMR,1997-01-01,61.08,,14.58,,2.67,0.06,49380000.0
565,Montenegro,MNE,1997-01-01,73.55,,70.18,,,,
566,Mongolia,MNG,1997-01-01,61.74,505.60,84.00,3.95,1.58,0.17,250970000.0
567,Northern Mariana Islands,MNP,1997-01-01,,,,,,,690000.0
568,Mozambique,MOZ,1997-01-01,47.19,250.54,63.83,,0.99,,948210000.0
569,Mauritania,MRT,1997-01-01,59.70,566.17,38.14,2.34,2.97,,239070000.0
570,Mauritius,MUS,1997-01-01,70.40,3646.63,54.16,,0.23,0.28,42060000.0
571,Malawi,MWI,1997-01-01,43.64,259.56,31.07,,0.99,,344100000.0
572,Malaysia,MYS,1997-01-01,72.28,4585.69,55.18,4.62,2.09,,-240340000.0
573,Namibia,NAM,1997-01-01,58.37,2333.57,71.96,,2.04,,165160000.0
574,New Caledonia,NCL,1997-01-01,71.74,16341.59,,,,,338820000.0
575,Niger,NER,1997-01-01,48.56,183.48,25.05,,0.94,,333230000.0
576,Nigeria,NGA,1997-01-01,46.22,314.30,24.61,,0.62,,199840000.0
577,Nicaragua,NIC,1997-01-01,68.27,917.13,48.91,,0.69,0.07,412880000.0
578,Netherlands,NLD,1997-01-01,77.79,26404.99,67.82,,1.66,1.87,
579,Norway,NOR,1997-01-01,78.14,36628.52,81.31,7.30,2.02,1.59,
580,Nepal,NPL,1997-01-01,60.07,219.63,26.75,,0.88,,401870000.0
581,Nauru,NRU,1997-01-01,,,94.03,,,,2620000.0
582,New Zealand,NZL,1997-01-01,77.33,17474.02,77.29,6.16,1.70,1.06,
583,Oman,OMN,1997-01-01,70.98,7109.66,82.93,3.36,12.48,,100400000.0
584,Pakistan,PAK,1997-01-01,62.01,484.56,25.56,3.02,5.62,0.16,902090000.0
585,Panama,PAN,1997-01-01,74.53,3742.82,68.47,3.85,1.11,0.32,46200000.0
586,Peru,PER,1997-01-01,69.03,2342.07,51.70,,2.03,0.09,393240000.0
587,Philippines,PHL,1997-01-01,66.32,1127.35,43.05,3.52,1.91,,679870000.0
588,Palau,PLW,1997-01-01,,6246.92,74.15,,,,38380000.0
589,Papua New Guinea,PNG,1997-01-01,57.91,993.46,81.81,,1.62,,346470000.0
590,Poland,POL,1997-01-01,72.65,4116.93,71.96,,2.01,0.65,860480000.0
591,Puerto Rico,PRI,1997-01-01,74.67,12817.64,,,,,
592,"Korea, Dem. People's Rep.",PRK,1997-01-01,64.44,,,,,,88430000.0
593,Portugal,PRT,1997-01-01,75.41,11578.44,65.69,,2.04,0.56,
594,Paraguay,PRY,1997-01-01,69.33,2000.91,39.22,,1.78,,108140000.0
595,West Bank and Gaza,PSE,1997-01-01,70.14,1389.16,,,,,613030000.0
596,French Polynesia,PYF,1997-01-01,71.34,15943.32,,,,,367390000.0
597,Qatar,QAT,1997-01-01,76.13,21388.72,68.29,,,,2060000.0
598,Romania,ROU,1997-01-01,69.00,1589.01,79.38,,3.00,0.58,218420000.0
599,Russian Federation,RUS,1997-01-01,66.70,2737.56,70.79,,4.34,1.04,903010000.0
600,Rwanda,RWA,1997-01-01,39.80,284.59,41.96,,4.17,,229730000.0
601,Saudi Arabia,SAU,1997-01-01,71.75,8328.97,57.87,4.40,11.00,,1380000.0
602,Sudan,SDN,1997-01-01,57.06,365.55,21.07,,0.84,,138940000.0
603,Senegal,SEN,1997-01-01,57.30,509.92,32.60,,1.52,,424530000.0
604,Singapore,SGP,1997-01-01,76.90,26386.46,48.11,,4.45,1.42,2810000.0
605,Solomon Islands,SLB,1997-01-01,60.91,1495.08,92.80,,,,41770000.0
606,Sierra Leone,SLE,1997-01-01,36.43,221.21,21.68,,1.12,,118010000.0
607,El Salvador,SLV,1997-01-01,67.87,1956.10,39.05,,1.01,,278710000.0
608,San Marino,SMR,1997-01-01,79.47,,89.92,,,,
609,Somalia,SOM,1997-01-01,48.98,,,,,,81180000.0
610,Serbia,SRB,1997-01-01,72.04,3178.83,65.53,,3.79,0.75,97360000.0
611,South Sudan,SSD,1997-01-01,47.90,,,,,,
612,Sao Tome and Principe,STP,1997-01-01,62.86,,35.33,,,,33420000.0
613,Suriname,SUR,1997-01-01,67.85,2014.02,56.18,,,,76210000.0
614,Slovak Republic,SVK,1997-01-01,72.70,5138.15,91.68,4.13,2.28,1.05,70420000.0
615,Slovenia,SVN,1997-01-01,74.71,10447.94,75.03,,1.40,1.25,96620000.0
616,Sweden,SWE,1997-01-01,79.20,29897.79,85.82,,1.97,3.32,
617,Swaziland,SWZ,1997-01-01,53.44,1705.17,54.95,,1.49,,28440000.0
618,Sint Maarten (Dutch part),SXM,1997-01-01,,,,,,,
619,Seychelles,SYC,1997-01-01,71.41,7280.99,86.51,,2.02,,17200000.0
620,Syrian Arab Republic,SYR,1997-01-01,71.99,957.32,35.44,,5.88,,198110000.0
621,Turks and Caicos Islands,TCA,1997-01-01,,,,,,,4200000.0
622,Chad,TCD,1997-01-01,47.53,206.12,35.34,2.27,1.08,,227960000.0
623,Togo,TGO,1997-01-01,53.97,332.62,32.59,,,,125130000.0
624,Thailand,THA,1997-01-01,70.28,2480.48,53.95,4.58,2.17,0.10,623230000.0
625,Tajikistan,TJK,1997-01-01,62.80,155.28,44.07,,2.07,,85940000.0
626,Turkmenistan,TKM,1997-01-01,63.40,565.06,70.15,,3.96,,20820000.0
627,Timor-Leste,TLS,1997-01-01,56.17,,,,,,430000.0
628,Tonga,TON,1997-01-01,70.36,2197.91,67.88,,,,27520000.0
629,Trinidad and Tobago,TTO,1997-01-01,68.47,4551.33,51.22,3.33,,0.12,33030000.0
630,Tunisia,TUN,1997-01-01,72.35,2210.79,52.54,6.68,1.73,,195220000.0
631,Turkey,TUR,1997-01-01,68.20,3143.26,71.61,,4.10,0.49,6760000.0
632,Tuvalu,TUV,1997-01-01,,1365.98,97.86,,,,10130000.0
633,Tanzania,TZA,1997-01-01,48.95,250.74,40.60,2.46,1.54,,943850000.0
634,Uganda,UGA,1997-01-01,44.32,289.18,25.79,,2.28,,813440000.0
635,Ukraine,UKR,1997-01-01,67.30,991.23,61.19,5.46,4.12,1.19,272580000.0
636,Uruguay,URY,1997-01-01,74.01,7327.93,31.10,,2.40,0.35,34990000.0
637,United States,USA,1997-01-01,76.43,31572.69,44.98,,3.21,2.47,
638,Uzbekistan,UZB,1997-01-01,66.57,623.00,48.42,,1.40,,139880000.0
639,St. Vincent and the Grenadines,VCT,1997-01-01,70.59,3220.06,52.22,,,,5940000.0
640,"Venezuela, RB",VEN,1997-01-01,71.51,3714.88,34.18,,1.80,,9010000.0
641,British Virgin Islands,VGB,1997-01-01,,,,,,,1870000.0
642,Virgin Islands (U.S.),VIR,1997-01-01,76.80,,,,,,
643,Vietnam,VNM,1997-01-01,72.40,361.25,32.90,,,,999460000.0
644,Vanuatu,VUT,1997-01-01,66.33,1462.20,81.11,,,,27230000.0
645,Samoa,WSM,1997-01-01,68.37,1657.90,71.92,,,,27410000.0
646,Kosovo,XKX,1997-01-01,68.85,,,,,,
647,"Yemen, Rep.",YEM,1997-01-01,59.75,418.29,44.56,,5.81,,355400000.0
648,South Africa,ZAF,1997-01-01,59.61,3555.00,43.72,,1.58,0.58,495590000.0
649,Zambia,ZMB,1997-01-01,42.16,440.74,41.17,,1.01,0.01,609690000.0
650,Zimbabwe,ZWE,1997-01-01,46.07,707.27,,,3.65,,336640000.0
651,Aruba,ABW,1998-01-01,73.64,19081.57,,4.76,,,11260000.0
652,Afghanistan,AFG,1998-01-01,54.40,,,,,,164200000.0
653,Angola,AGO,1998-01-01,43.71,454.27,42.41,2.59,2.64,,335270000.0
654,Albania,ALB,1998-01-01,73.33,865.30,30.17,3.33,1.24,,268740000.0
655,Andorra,AND,1998-01-01,,18969.64,73.98,,,,
