country_name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Mozambique,,,,2.05194,3.1310700000000002,,,,,3.7159199999999997,4.43013,4.27427,,,,,,6.0755099999999995,6.480090000000001,
Mauritania,,,2.34373,,2.43289,,2.8395,3.05538,3.1034900000000003,2.51687,,2.52458,,3.55225,,3.60428,3.05215,2.7758,2.93739,
Mauritius,,,,,3.9397599999999997,3.81526,3.16975,3.11292,4.484380000000001,4.4719999999999995,4.20155,3.81811,3.3260699999999996,3.20384,3.15771,3.6557800000000005,3.4108400000000003,3.4848,3.67573,4.99121
Malawi,4.00885,5.38126,,,4.99491,5.24797,4.50898,,3.2156599999999997,,,,,,,3.5398,4.15262,,5.41617,4.839840000000001
Malaysia,4.342569999999999,4.913869999999999,4.62038,,5.68675,5.97161,7.48447,7.65795,7.50288,5.9238800000000005,,4.48577,4.37254,3.95853,5.9741800000000005,4.96644,5.76294,5.73904,5.480090000000001,5.21199
Namibia,,,,,7.21755,6.991389999999999,6.91282,6.762389999999999,6.11511,,,6.03782,,6.48398,,8.34961,,,,
Niger,2.85215,2.59498,,,3.22863,3.18947,2.86725,3.06366,2.40162,,,3.33406,4.020969999999999,3.6629300000000002,4.52603,3.73339,4.20718,4.3276699999999995,4.91844,6.715
Nigeria,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,2.22585,2.92365,3.0016,,2.3910099999999996,2.4220099999999998,,,,,,,4.49311,,,,
Netherlands,4.63807,4.54244,,4.59865,4.5572099999999995,4.6255,4.750769999999999,4.87039,5.10149,5.1146400000000005,5.15879,5.09047,4.9337599999999995,5.09227,5.49579,5.5558,5.52617,5.47565,5.60813,
Norway,7.69579,7.13815,7.303539999999999,7.360689999999999,6.966419999999999,6.46468,6.82941,7.441319999999999,7.4198,7.3025199999999995,6.86868,6.38566,6.53527,6.28934,7.099819999999999,6.749960000000001,6.45616,7.37183,7.37057,
Nepal,,,,2.89288,2.89331,2.97515,3.7083800000000005,3.15283,3.11435,3.17194,3.36464,3.6053599999999997,3.51721,3.8051699999999995,4.66376,3.6317199999999996,3.8426199999999997,3.76117,3.47465,3.9930199999999996
Nauru,,,,,,,,,,,,,,,,,,,,
New Zealand,5.74213,6.383719999999999,6.15728,,6.63628,,6.56049,6.40699,6.43748,6.51203,6.27896,5.9528,5.91604,5.50641,6.2812,7.00248,6.93669,7.152710000000001,6.685969999999999,6.34961
Oman,3.4132599999999997,3.18452,3.3568,4.1123400000000006,4.00595,3.20024,4.02031,4.325069999999999,3.8969699999999996,4.02838,3.5172199999999996,3.85934,,,4.18775,,,,5.008369999999999,
Pakistan,2.81679,2.8105700000000002,3.0223,,2.6114900000000003,1.83782,,,,1.9484099999999998,2.2543599999999997,2.6263799999999997,2.6352700000000002,2.7462299999999997,2.59078,2.28687,2.22175,2.1362799999999997,2.49344,2.46666
Panama,4.51501,4.09437,3.8471800000000003,,4.56728,4.75974,4.1058900000000005,4.191669999999999,4.16873,3.5786800000000003,,,,3.59279,,,3.18772,,,
Peru,,3.19257,,3.3363099999999997,3.50094,3.2764,3.0628900000000003,2.8382400000000003,2.92289,2.9611400000000003,2.88118,2.67639,2.6294,2.84364,3.13037,2.84743,2.6814400000000003,2.92128,3.28229,3.65786
Philippines,3.0422599999999997,3.3628699999999996,3.51716,3.81449,,3.26766,3.02662,2.99708,3.0447,2.56797,2.4262900000000003,2.53381,2.59534,2.69298,2.65295,,,,,
Palau,,,,,,7.856730000000001,7.55825,7.50749,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,
Poland,4.41976,6.38143,,4.98045,4.6411,4.99362,5.32975,5.39797,5.33218,5.38899,5.45666,5.22829,4.87176,5.07496,5.02705,5.0692699999999995,4.82095,4.81309,4.9417599999999995,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,
Portugal,4.6128599999999995,5.065119999999999,,,5.04535,5.16177,5.3350599999999995,5.25588,5.27827,5.0423,5.07076,4.90802,4.92191,4.70213,5.56214,5.40289,5.12129,4.9464,5.27787,
Paraguay,,,,4.30809,4.454969999999999,4.57071,4.25042,3.87704,3.94925,3.4380900000000003,,,3.54604,,,3.76766,4.96643,4.96304,,
Qatar,,,,3.57767,4.3453,3.7259800000000003,3.20019,3.8465599999999998,3.37394,3.46259,3.97188,2.70487,2.4544599999999996,4.22755,3.41315,4.53966,4.01224,3.4655199999999997,3.99985,3.5489599999999997
Romania,,3.21978,,,,2.85443,3.2404599999999997,3.4959,3.42195,3.25867,3.4566800000000004,,4.22328,,4.16183,3.4584900000000003,3.02775,2.94604,,
Russian Federation,,,,,,2.93981,3.10602,3.8390199999999997,3.6785400000000004,3.5478699999999996,3.7719300000000002,3.86626,,4.10175,,,,3.85978,,
Rwanda,,,,,4.57848,4.09511,5.6660699999999995,,,,,,4.29646,3.782,,4.95011,4.71131,4.75101,5.02795,
Saudi Arabia,5.7284,4.974469999999999,4.4028,8.33827,7.10566,5.94348,7.76633,7.67961,7.145980000000001,6.27747,5.4309199999999995,5.89117,,5.13781,,,,,,
Sudan,,,,,,1.0121799999999999,,1.42644,,1.6299,1.5630700000000002,1.96302,,2.2014299999999998,2.21868,,,,,
Senegal,,,,3.2003,3.15144,3.15748,3.2946699999999995,3.39194,3.50941,3.8547300000000004,5.13696,4.7723,,5.04807,6.17583,6.497999999999999,6.04055,6.006869999999999,7.193280000000001,7.2229600000000005
Singapore,,,,,,3.32136,3.5513800000000004,3.9006300000000005,4.00778,3.6770099999999997,3.2196599999999997,2.86787,2.9633599999999998,2.77936,3.0318400000000003,3.10836,3.07419,3.11694,2.9117599999999997,
Solomon Islands,,,,2.24871,,,,,,,,,9.87995,8.79999,8.97326,10.00108,,,,
Sierra Leone,,,,,,4.94937,3.4676699999999996,3.5863099999999997,3.2947699999999998,3.14475,2.83588,,2.55851,2.41317,2.73788,2.5504700000000002,2.63046,2.8336,2.36138,2.66797
El Salvador,,,,2.31992,2.31992,2.54708,,2.87054,2.75909,,2.7324599999999997,3.01268,3.0544700000000002,3.74166,3.9695400000000003,3.4866800000000002,3.4174900000000004,,3.43307,3.4485699999999997
San Marino,3.3746400000000003,3.36902,,,,,,,,,,,,,,2.30937,2.38373,,,
Somalia,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,4.51091,4.7066300000000005,4.75188,4.58655,4.49298,4.42658,,4.18025
South Sudan,,,,,,,,,,,,,,,,,0.80521,,,
Sao Tome and Principe,,,,,,,,2.8773,3.44044,3.5178199999999995,5.25116,4.53594,6.42994,5.508369999999999,10.4152,9.76412,,6.02844,5.88708,3.8769199999999997
Suriname,,,,,,,,,,,,,,,,,,,,
Slovak Republic,4.3154699999999995,4.13969,4.12916,,4.11247,3.8719900000000003,3.94199,4.25106,4.21721,4.10813,3.77754,3.7245,3.5388300000000004,3.5354699999999997,4.0238,4.1275,3.97264,3.92452,4.10519,
Slovenia,4.92384,,,,,,5.75709,5.65512,5.69129,5.63518,5.582409999999999,5.57559,5.105090000000001,5.10609,5.56859,5.56252,5.5656300000000005,5.66161,5.48805,
Sweden,6.2239,6.92501,,7.167339999999999,6.9302600000000005,6.81885,6.6860100000000005,7.00104,6.857639999999999,6.72268,6.55951,6.41067,6.21507,6.3907300000000005,6.85779,6.621989999999999,6.49112,7.65619,7.717739999999999,
Swaziland,5.6531400000000005,4.93816,,,5.09095,5.5084800000000005,5.51615,5.07651,6.80507,6.40261,7.420719999999999,8.061580000000001,,7.5187,7.0592,6.96617,8.63695,,,7.12498
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,
Seychelles,7.703689999999999,7.77922,,5.99207,5.261,,,5.1933300000000004,5.37493,,,4.7701199999999995,,,,,3.60644,,,
